MAL_ID,Score,Score-1,Score-2,Score-3,Score-4,Score-5,Score-6,Score-7,Score-8,Score-9,Score-10,Ranked,Popularity
1,8.78,1580.0,741.0,1357.0,3184.0,8904.0,20688.0,62330.0,131625.0,182126.0,229170.0,28.0,39
5,8.39,379.0,109.0,221.0,577.0,1877.0,5805.0,22632.0,49505.0,49201.0,30043.0,159.0,518
6,8.24,533.0,316.0,664.0,1965.0,5838.0,15376.0,49432.0,86142.0,75651.0,50229.0,266.0,201
7,7.27,131.0,164.0,353.0,1083.0,2920.0,5709.0,11618.0,10128.0,4806.0,2182.0,2481.0,1467
8,6.98,27.0,50.0,83.0,265.0,634.0,1068.0,1713.0,1242.0,529.0,312.0,3710.0,4369
15,7.95,151.0,140.0,336.0,795.0,2621.0,6206.0,16734.0,22811.0,14904.0,9226.0,604.0,1003
16,8.06,321.0,278.0,484.0,1339.0,3148.0,5574.0,13062.0,20008.0,16309.0,11829.0,468.0,687
17,7.59,32.0,31.0,88.0,218.0,602.0,1286.0,3075.0,3102.0,1777.0,1123.0,1317.0,3612
18,8.15,259.0,48.0,97.0,369.0,1236.0,3874.0,12912.0,22379.0,15820.0,10948.0,360.0,1233
19,8.76,1177.0,593.0,882.0,2086.0,4381.0,8861.0,22045.0,43459.0,60652.0,77350.0,30.0,169
20,7.91,5310.0,3582.0,6098.0,15477.0,46886.0,108155.0,286175.0,345563.0,234481.0,216866.0,660.0,8
21,8.52,6340.0,2616.0,3675.0,8201.0,19019.0,35342.0,85424.0,141755.0,166186.0,292445.0,95.0,31
22,7.9,225.0,210.0,443.0,1071.0,3086.0,6624.0,16284.0,19791.0,12719.0,9576.0,675.0,1039
23,6.38,28.0,32.0,40.0,88.0,143.0,236.0,260.0,152.0,61.0,69.0,6493.0,7333
24,7.94,405.0,441.0,780.0,1897.0,5396.0,11034.0,27327.0,38112.0,27623.0,17907.0,625.0,514
25,7.42,297.0,350.0,643.0,1521.0,3079.0,6033.0,12702.0,12349.0,6664.0,3589.0,1844.0,1284
26,7.76,664.0,411.0,684.0,1456.0,2462.0,4429.0,8636.0,10851.0,8309.0,6856.0,896.0,823
27,7.32,298.0,456.0,873.0,2250.0,5392.0,10273.0,20152.0,17761.0,9759.0,6091.0,2240.0,936
28,7.95,58.0,56.0,118.0,345.0,1248.0,3038.0,7965.0,11074.0,7425.0,4347.0,609.0,1666
29,7.51,28.0,13.0,38.0,114.0,279.0,662.0,1696.0,1801.0,874.0,430.0,1565.0,3985
30,8.32,3714.0,3263.0,4408.0,9686.0,17571.0,38385.0,93532.0,157596.0,168056.0,186797.0,208.0,54
31,7.45,737.0,654.0,1042.0,2636.0,6313.0,12694.0,25396.0,23683.0,15245.0,13516.0,1742.0,833
32,8.51,2264.0,1941.0,2279.0,4493.0,7057.0,16444.0,41261.0,77593.0,95821.0,127081.0,102.0,195
33,8.49,842.0,456.0,671.0,1748.0,3899.0,9477.0,29055.0,60815.0,65906.0,58627.0,108.0,301
43,8.29,486.0,292.0,675.0,1842.0,5107.0,13704.0,39446.0,70881.0,65298.0,56237.0,236.0,265
44,8.73,490.0,106.0,163.0,448.0,1393.0,3575.0,11782.0,25800.0,33317.0,39845.0,37.0,637
45,8.31,314.0,176.0,372.0,1167.0,3867.0,10220.0,33295.0,57604.0,50380.0,38050.0,220.0,345
46,7.56,59.0,71.0,129.0,426.0,1310.0,2832.0,6557.0,6232.0,3683.0,2958.0,1397.0,2411
47,8.17,1067.0,992.0,1737.0,4322.0,9462.0,22369.0,54906.0,91288.0,82148.0,77192.0,333.0,197
48,6.98,619.0,825.0,1502.0,3688.0,7610.0,12617.0,20391.0,15537.0,8051.0,5266.0,3687.0,940
49,7.32,46.0,59.0,172.0,433.0,1795.0,3737.0,7079.0,5826.0,3077.0,2021.0,2226.0,2360
50,7.35,214.0,291.0,591.0,1678.0,5221.0,10160.0,20033.0,17037.0,9097.0,5425.0,2116.0,1083
51,6.31,415.0,689.0,992.0,2115.0,3621.0,5008.0,5450.0,3490.0,2043.0,1464.0,6823.0,2419
52,7.26,87.0,89.0,211.0,579.0,2092.0,4261.0,7975.0,6253.0,3245.0,1644.0,2529.0,2232
53,7.14,206.0,287.0,609.0,1627.0,4414.0,8066.0,13835.0,10587.0,5402.0,3124.0,3012.0,1465
54,7.1,113.0,213.0,451.0,1249.0,3050.0,6182.0,11644.0,8991.0,4369.0,2107.0,3206.0,1901
55,6.53,37.0,50.0,108.0,297.0,814.0,1252.0,1605.0,762.0,271.0,174.0,5738.0,4259
56,5.91,133.0,222.0,343.0,698.0,1135.0,1371.0,1335.0,699.0,259.0,166.0,8501.0,4073
57,8.31,235.0,225.0,446.0,1173.0,3000.0,6598.0,17566.0,30926.0,31103.0,23840.0,221.0,570
58,7.05,168.0,229.0,381.0,1012.0,2327.0,4354.0,7810.0,5800.0,2733.0,1451.0,3455.0,1886
59,7.43,816.0,1159.0,2124.0,5772.0,14855.0,29800.0,58689.0,55560.0,32733.0,20499.0,1804.0,332
60,7.66,256.0,280.0,652.0,1919.0,5331.0,11012.0,23075.0,25109.0,16051.0,11469.0,1120.0,742
61,7.2,378.0,595.0,1092.0,3203.0,8167.0,15032.0,25101.0,19858.0,11105.0,7515.0,2761.0,891
62,6.77,242.0,376.0,645.0,1493.0,3340.0,5472.0,7807.0,5172.0,2446.0,1542.0,4589.0,1852
63,6.62,730.0,1029.0,1863.0,4070.0,8839.0,14791.0,19352.0,11499.0,5632.0,3464.0,5274.0,1146
64,7.44,292.0,387.0,737.0,2028.0,5531.0,11535.0,23961.0,23021.0,12729.0,7868.0,1782.0,846
65,7.65,97.0,95.0,255.0,760.0,2345.0,5733.0,14172.0,15835.0,9205.0,5500.0,1146.0,1479
66,7.98,412.0,406.0,707.0,1797.0,5162.0,10326.0,25478.0,35693.0,27283.0,18422.0,555.0,554
67,7.58,244.0,316.0,643.0,1554.0,3800.0,7816.0,17421.0,19570.0,11140.0,6677.0,1325.0,940
68,7.38,234.0,395.0,863.0,2521.0,7534.0,16081.0,34019.0,29392.0,15253.0,8654.0,1965.0,622
69,6.35,31.0,62.0,108.0,261.0,412.0,627.0,652.0,372.0,162.0,113.0,6646.0,5061
71,7.65,329.0,448.0,991.0,3035.0,9171.0,21492.0,56993.0,64969.0,36500.0,17675.0,1146.0,322
72,8.07,164.0,194.0,442.0,1332.0,4417.0,11085.0,30305.0,45884.0,37507.0,24023.0,452.0,571
73,7.96,129.0,115.0,235.0,816.0,3127.0,9377.0,29917.0,45246.0,30146.0,14139.0,579.0,639
74,7.65,104.0,115.0,214.0,618.0,2357.0,5331.0,11158.0,11074.0,7151.0,5560.0,1158.0,1640
75,7.3,71.0,94.0,184.0,424.0,955.0,1827.0,3838.0,3344.0,1667.0,926.0,2348.0,2523
76,7.42,112.0,140.0,276.0,736.0,2363.0,4999.0,10737.0,9945.0,5032.0,3193.0,1828.0,1550
77,7.99,71.0,53.0,83.0,250.0,864.0,2220.0,6267.0,9368.0,6809.0,4189.0,551.0,2075
79,7.09,1088.0,1323.0,2184.0,5019.0,10530.0,18951.0,32343.0,26443.0,14660.0,8852.0,3231.0,600
80,7.78,104.0,59.0,179.0,505.0,1598.0,4169.0,11417.0,12922.0,7488.0,5395.0,867.0,1427
81,8.03,50.0,38.0,87.0,262.0,819.0,2121.0,6745.0,11589.0,8768.0,4241.0,511.0,1948
82,7.9,47.0,36.0,82.0,236.0,748.0,1817.0,5147.0,7398.0,5210.0,2957.0,677.0,2444
83,6.79,22.0,30.0,73.0,193.0,630.0,1273.0,1788.0,1054.0,461.0,275.0,4498.0,4660
84,7.3,41.0,58.0,180.0,497.0,1163.0,2544.0,5460.0,5380.0,2602.0,1167.0,2361.0,2791
85,7.92,97.0,65.0,152.0,392.0,896.0,2118.0,5578.0,7986.0,5901.0,4021.0,655.0,2159
86,6.66,115.0,182.0,372.0,930.0,1601.0,2977.0,4440.0,2740.0,1062.0,622.0,5111.0,2941
87,7.68,54.0,69.0,147.0,376.0,824.0,1865.0,4692.0,5995.0,3571.0,2400.0,1084.0,2773
88,6.67,52.0,93.0,221.0,649.0,1462.0,2824.0,3834.0,2239.0,892.0,530.0,5049.0,3387
89,6.76,89.0,90.0,240.0,487.0,796.0,1406.0,2272.0,1589.0,735.0,430.0,4632.0,3588
90,7.72,175.0,210.0,518.0,1507.0,3460.0,7559.0,18315.0,21396.0,13704.0,9965.0,984.0,1118
91,7.76,50.0,54.0,127.0,307.0,921.0,2210.0,5766.0,6953.0,4480.0,3190.0,897.0,2512
92,7.32,39.0,43.0,100.0,304.0,813.0,1801.0,3998.0,3412.0,1633.0,788.0,2228.0,3043
93,7.79,404.0,379.0,762.0,1701.0,3710.0,7560.0,17695.0,22505.0,15863.0,11353.0,850.0,1057
94,7.22,584.0,865.0,1300.0,2752.0,3887.0,6928.0,12913.0,12662.0,8245.0,5979.0,2687.0,1530
95,7.7,66.0,87.0,127.0,299.0,706.0,1403.0,2892.0,3129.0,2212.0,1815.0,1018.0,2714
96,7.56,104.0,129.0,279.0,696.0,1607.0,3463.0,8118.0,8426.0,4873.0,3208.0,1396.0,2109
97,7.82,109.0,140.0,286.0,825.0,2579.0,5886.0,14844.0,20122.0,12558.0,7078.0,795.0,995
98,7.46,191.0,211.0,391.0,1129.0,3053.0,6091.0,12897.0,12622.0,7287.0,4076.0,1698.0,1381
99,7.31,101.0,128.0,242.0,706.0,1676.0,3441.0,6647.0,5798.0,3271.0,1673.0,2308.0,2370
100,7.2,98.0,127.0,270.0,783.0,2306.0,4152.0,7030.0,5368.0,3135.0,2198.0,2785.0,2162
101,7.32,803.0,1105.0,2039.0,4988.0,10463.0,19368.0,33295.0,31042.0,20060.0,15057.0,2230.0,563
102,7.48,180.0,187.0,426.0,1069.0,3227.0,6389.0,12618.0,12321.0,7282.0,4497.0,1634.0,1529
103,7.39,16.0,18.0,28.0,76.0,379.0,664.0,1283.0,1068.0,578.0,407.0,1941.0,4551
104,7.23,149.0,216.0,322.0,923.0,2210.0,3891.0,6299.0,5415.0,3244.0,2450.0,2641.0,2182
105,6.46,95.0,135.0,206.0,521.0,1301.0,1965.0,2242.0,1201.0,487.0,293.0,6088.0,3665
106,7.7,125.0,131.0,184.0,531.0,1150.0,2356.0,4575.0,4926.0,3590.0,3054.0,1027.0,2293
107,7.23,56.0,101.0,186.0,433.0,1075.0,2020.0,3598.0,2900.0,1611.0,1207.0,2625.0,2817
108,7.29,14.0,20.0,42.0,141.0,344.0,746.0,1470.0,1208.0,673.0,465.0,2367.0,4619
109,6.81,185.0,283.0,575.0,1514.0,3386.0,5547.0,8232.0,5383.0,2510.0,1383.0,4381.0,1965
110,7.63,26.0,12.0,29.0,85.0,313.0,768.0,1930.0,1978.0,1051.0,653.0,1195.0,4086
111,6.83,29.0,32.0,90.0,217.0,635.0,1205.0,1531.0,929.0,424.0,288.0,4318.0,4519
112,4.95,206.0,258.0,306.0,390.0,547.0,474.0,332.0,159.0,65.0,58.0,10648.0,5542
113,7.38,38.0,32.0,77.0,190.0,624.0,1088.0,2383.0,2345.0,1185.0,602.0,1980.0,3577
114,7.93,181.0,190.0,340.0,777.0,1749.0,3951.0,9330.0,13308.0,9462.0,6849.0,631.0,1279
115,6.83,19.0,25.0,57.0,158.0,460.0,944.0,1383.0,820.0,339.0,213.0,4315.0,4961
116,6.97,27.0,28.0,75.0,194.0,604.0,1145.0,2070.0,1268.0,526.0,333.0,3735.0,4198
117,7.32,21.0,17.0,31.0,116.0,451.0,1016.0,2079.0,1707.0,812.0,472.0,2240.0,4129
118,6.85,9.0,14.0,41.0,135.0,386.0,772.0,1243.0,708.0,312.0,171.0,4239.0,5421
119,6.56,135.0,219.0,430.0,946.0,2099.0,3714.0,4634.0,2476.0,1106.0,706.0,5567.0,2887
120,7.69,684.0,810.0,1538.0,4273.0,12518.0,25501.0,56487.0,59206.0,40622.0,31688.0,1058.0,314
121,8.17,1150.0,970.0,1769.0,5872.0,16255.0,44438.0,133850.0,211302.0,176993.0,124399.0,337.0,52
122,7.96,118.0,147.0,301.0,662.0,2128.0,4017.0,8601.0,10115.0,8073.0,7554.0,585.0,1519
123,7.64,184.0,249.0,434.0,1106.0,2796.0,5267.0,10558.0,10308.0,7328.0,6725.0,1172.0,1434
124,6.86,86.0,137.0,229.0,459.0,813.0,1311.0,1942.0,1382.0,938.0,844.0,4189.0,4101
125,6.49,123.0,199.0,400.0,955.0,2136.0,3320.0,3951.0,2189.0,951.0,554.0,5946.0,2900
126,6.91,72.0,112.0,209.0,534.0,1125.0,2019.0,3058.0,2174.0,1097.0,560.0,3968.0,3071
127,6.96,37.0,54.0,121.0,289.0,850.0,1575.0,2740.0,1738.0,734.0,368.0,3767.0,3717
128,6.79,19.0,34.0,51.0,166.0,484.0,910.0,1295.0,769.0,364.0,148.0,4489.0,5026
129,7.59,84.0,95.0,160.0,477.0,1164.0,2227.0,4998.0,4914.0,2974.0,2047.0,1315.0,2359
130,7.41,44.0,41.0,91.0,239.0,687.0,1533.0,3394.0,3008.0,1565.0,991.0,1858.0,3071
131,7.42,24.0,20.0,62.0,157.0,439.0,944.0,2162.0,1877.0,1020.0,716.0,1840.0,3724
132,7.61,108.0,136.0,320.0,877.0,2726.0,5666.0,13161.0,13542.0,7697.0,4256.0,1249.0,1339
133,6.21,1929.0,2082.0,2663.0,4931.0,8440.0,12367.0,13923.0,8463.0,4121.0,2977.0,7303.0,1333
134,7.42,273.0,294.0,641.0,1770.0,4497.0,9310.0,18770.0,18687.0,9781.0,5251.0,1821.0,920
135,8.11,121.0,84.0,171.0,520.0,1818.0,4099.0,10584.0,15895.0,12124.0,8488.0,400.0,1287
136,8.42,756.0,258.0,429.0,1134.0,3638.0,9392.0,30731.0,58285.0,54430.0,47419.0,143.0,319
137,8.33,337.0,39.0,76.0,184.0,805.0,2419.0,8671.0,16660.0,14218.0,11508.0,205.0,1375
138,8.21,300.0,131.0,160.0,386.0,1179.0,3505.0,11433.0,20072.0,16102.0,12763.0,299.0,1244
139,8.29,304.0,111.0,155.0,351.0,1048.0,2997.0,9667.0,18455.0,16044.0,12905.0,230.0,1288
141,6.14,46.0,76.0,129.0,314.0,710.0,909.0,957.0,451.0,146.0,95.0,7618.0,4923
142,7.45,54.0,101.0,167.0,538.0,1692.0,3509.0,6523.0,5692.0,3492.0,2675.0,1746.0,2363
143,6.87,297.0,414.0,750.0,1593.0,2848.0,4552.0,6447.0,4804.0,2784.0,2385.0,4169.0,2000
144,7.11,235.0,251.0,450.0,886.0,2084.0,3833.0,6498.0,5100.0,2785.0,2080.0,3174.0,2105
145,7.61,209.0,262.0,428.0,1230.0,3331.0,7499.0,16634.0,18489.0,11119.0,6330.0,1254.0,875
146,6.76,197.0,343.0,607.0,1446.0,3079.0,5021.0,7311.0,4842.0,2347.0,1514.0,4625.0,2145
147,7.24,691.0,771.0,1128.0,2468.0,4503.0,8360.0,14635.0,14332.0,9127.0,6057.0,2604.0,1187
148,6.62,20.0,17.0,75.0,124.0,310.0,480.0,688.0,400.0,151.0,106.0,5305.0,5411
149,6.86,1081.0,1173.0,1732.0,3832.0,6853.0,10659.0,14257.0,10721.0,7084.0,5825.0,4203.0,1215
150,7.66,452.0,595.0,1140.0,3281.0,8377.0,16234.0,34360.0,36825.0,23972.0,16366.0,1116.0,431
151,7.12,42.0,38.0,98.0,223.0,651.0,1446.0,2742.0,2314.0,903.0,433.0,3130.0,3430
152,7.28,37.0,46.0,111.0,286.0,853.0,1692.0,3287.0,2914.0,1303.0,730.0,2447.0,3233
153,8.06,154.0,146.0,277.0,616.0,1462.0,2926.0,6879.0,10809.0,8974.0,6014.0,464.0,1266
154,7.78,254.0,342.0,797.0,2045.0,6947.0,16854.0,41073.0,45643.0,27013.0,22092.0,853.0,477
155,6.59,200.0,349.0,567.0,1193.0,1868.0,3072.0,3780.0,2816.0,1596.0,1096.0,5420.0,2904
156,7.43,138.0,203.0,317.0,893.0,2047.0,4254.0,8060.0,7876.0,4772.0,3338.0,1804.0,1818
157,6.98,346.0,524.0,981.0,2566.0,5568.0,10244.0,16816.0,11739.0,5581.0,3438.0,3708.0,1208
158,7.34,142.0,105.0,234.0,521.0,1342.0,2611.0,4901.0,4446.0,2405.0,1570.0,2178.0,2170
159,6.34,90.0,135.0,236.0,464.0,838.0,1202.0,1364.0,731.0,391.0,218.0,6657.0,3975
160,7.66,220.0,170.0,376.0,804.0,1636.0,3490.0,7286.0,9669.0,6505.0,4012.0,1140.0,1309
161,7.33,66.0,85.0,183.0,560.0,1468.0,3005.0,6245.0,5455.0,2755.0,1565.0,2186.0,2251
162,6.94,55.0,71.0,165.0,409.0,1058.0,1814.0,2671.0,1793.0,939.0,601.0,3863.0,3626
163,6.48,30.0,31.0,65.0,190.0,483.0,763.0,863.0,393.0,182.0,150.0,6015.0,5874
164,8.72,702.0,283.0,545.0,1660.0,5570.0,17052.0,57874.0,131050.0,167754.0,184173.0,40.0,91
165,7.42,179.0,228.0,424.0,1150.0,2400.0,4981.0,10104.0,10129.0,5815.0,3247.0,1820.0,1395
166,7.48,126.0,167.0,387.0,1018.0,3029.0,6890.0,16074.0,15364.0,8054.0,4415.0,1646.0,1295
167,7.41,97.0,92.0,193.0,625.0,2085.0,4387.0,10497.0,10148.0,4724.0,1831.0,1861.0,1637
168,7.38,92.0,163.0,307.0,880.0,2331.0,4771.0,9983.0,8857.0,4865.0,2742.0,1969.0,1787
169,6.91,895.0,933.0,1453.0,2881.0,5351.0,9908.0,16972.0,13229.0,6704.0,3795.0,3970.0,1086
170,8.53,443.0,125.0,215.0,493.0,1603.0,4036.0,12645.0,25578.0,26797.0,24041.0,92.0,728
171,6.35,18.0,20.0,28.0,71.0,180.0,293.0,333.0,177.0,58.0,28.0,6634.0,7014
173,7.23,34.0,56.0,149.0,418.0,1192.0,2149.0,3854.0,3007.0,1528.0,929.0,2668.0,2670
174,6.93,479.0,769.0,1556.0,3713.0,7564.0,14073.0,23495.0,16479.0,7930.0,4525.0,3911.0,934
175,6.63,70.0,113.0,216.0,547.0,1460.0,2310.0,3071.0,1717.0,675.0,380.0,5230.0,3254
176,6.19,21.0,37.0,86.0,196.0,423.0,574.0,582.0,276.0,110.0,85.0,7381.0,5991
177,7.55,272.0,338.0,818.0,2054.0,5296.0,10508.0,22477.0,22827.0,13441.0,9325.0,1437.0,759
178,7.18,44.0,73.0,133.0,320.0,1091.0,2002.0,3686.0,2664.0,1372.0,886.0,2871.0,3103
179,6.69,14.0,22.0,27.0,76.0,278.0,522.0,650.0,335.0,163.0,125.0,4978.0,6509
180,7.21,132.0,236.0,427.0,1032.0,2829.0,6101.0,12448.0,9516.0,4688.0,2434.0,2723.0,1771
181,7.42,44.0,73.0,204.0,500.0,1571.0,3742.0,8786.0,7875.0,4084.0,2142.0,1850.0,2326
182,7.7,109.0,144.0,320.0,891.0,2595.0,6125.0,14572.0,16442.0,10107.0,6311.0,1037.0,1157
183,7.39,26.0,27.0,42.0,110.0,332.0,765.0,1811.0,1505.0,746.0,452.0,1939.0,4545
184,6.37,78.0,116.0,263.0,583.0,1191.0,1781.0,1995.0,1041.0,426.0,282.0,6577.0,3838
185,8.29,225.0,149.0,209.0,633.0,2073.0,5685.0,20081.0,37279.0,29409.0,22426.0,231.0,638
186,8.12,62.0,33.0,96.0,293.0,1244.0,4454.0,17122.0,29970.0,18903.0,12292.0,391.0,1095
187,7.89,64.0,44.0,144.0,417.0,1659.0,5581.0,18429.0,23574.0,12565.0,9194.0,689.0,1270
188,6.11,33.0,20.0,19.0,59.0,132.0,159.0,168.0,89.0,42.0,51.0,Unknown,8469
189,7.14,746.0,1072.0,1873.0,4394.0,10492.0,19199.0,33959.0,27588.0,14308.0,8738.0,3037.0,645
190,7.25,150.0,274.0,582.0,1285.0,3362.0,7002.0,13780.0,11477.0,6222.0,3712.0,2581.0,1715
191,7.34,102.0,142.0,256.0,677.0,2240.0,4732.0,9697.0,8293.0,4607.0,2798.0,2174.0,2177
192,7.21,100.0,186.0,274.0,737.0,2241.0,4466.0,9013.0,6893.0,3599.0,2266.0,2731.0,2307
193,6.8,297.0,535.0,926.0,2221.0,5076.0,8392.0,12682.0,8155.0,3800.0,2426.0,4444.0,1583
194,7.55,33.0,35.0,103.0,298.0,817.0,1973.0,4475.0,5185.0,2836.0,1399.0,1438.0,2809
195,7.17,427.0,655.0,1109.0,2839.0,6991.0,13008.0,22906.0,18771.0,10008.0,6741.0,2877.0,1008
196,6.88,267.0,439.0,798.0,1963.0,4553.0,8488.0,13224.0,8902.0,4369.0,2262.0,4123.0,1699
197,6.55,134.0,201.0,292.0,622.0,1348.0,2046.0,2515.0,1425.0,652.0,466.0,5608.0,3495
198,7.35,174.0,233.0,392.0,1108.0,2515.0,4854.0,9937.0,9838.0,5094.0,2619.0,2105.0,1458
199,8.83,1174.0,489.0,856.0,2393.0,7695.0,22207.0,76025.0,182709.0,254426.0,324768.0,23.0,41
200,7.48,54.0,42.0,99.0,227.0,554.0,1183.0,2239.0,2277.0,1269.0,752.0,1653.0,3426
201,7.21,32.0,53.0,97.0,257.0,834.0,1814.0,3132.0,2551.0,1272.0,800.0,2725.0,3409
202,7.82,296.0,424.0,736.0,2206.0,5440.0,11350.0,25311.0,31099.0,21254.0,17941.0,803.0,528
203,6.75,40.0,51.0,69.0,149.0,331.0,577.0,871.0,606.0,291.0,211.0,Unknown,5518
204,6.11,232.0,344.0,550.0,1088.0,1905.0,2645.0,2725.0,1424.0,563.0,471.0,7783.0,3283
205,8.5,932.0,348.0,768.0,1984.0,6462.0,17685.0,62330.0,132652.0,146580.0,104898.0,105.0,86
206,7.16,34.0,59.0,111.0,340.0,814.0,1568.0,2886.0,2199.0,1066.0,680.0,2951.0,3255
207,7.4,44.0,57.0,156.0,461.0,1328.0,2769.0,5432.0,5130.0,2735.0,1863.0,1904.0,2236
208,7.67,49.0,60.0,131.0,423.0,1270.0,2951.0,7576.0,9304.0,5574.0,2682.0,1105.0,2075
209,7.55,67.0,87.0,151.0,497.0,1434.0,3044.0,7279.0,7830.0,4094.0,2087.0,1410.0,1971
210,7.76,209.0,199.0,393.0,1117.0,4226.0,10377.0,25475.0,27857.0,16178.0,11247.0,891.0,767
211,6.26,26.0,25.0,43.0,86.0,175.0,310.0,268.0,165.0,71.0,64.0,Unknown,7731
212,6.86,27.0,43.0,112.0,269.0,636.0,1203.0,1835.0,1282.0,561.0,361.0,4200.0,4227
213,6.02,30.0,18.0,54.0,89.0,196.0,281.0,240.0,114.0,48.0,50.0,Unknown,7767
214,6.15,28.0,11.0,23.0,62.0,119.0,197.0,169.0,97.0,40.0,42.0,Unknown,8715
215,6.31,15.0,18.0,18.0,41.0,155.0,204.0,200.0,102.0,45.0,42.0,6799.0,8682
216,5.94,21.0,26.0,40.0,100.0,197.0,231.0,238.0,89.0,35.0,34.0,8395.0,8347
217,6.28,23.0,16.0,20.0,53.0,138.0,176.0,197.0,92.0,47.0,53.0,Unknown,8362
218,7.52,47.0,50.0,123.0,327.0,923.0,2007.0,4780.0,4818.0,2665.0,1355.0,1521.0,2424
219,6.77,58.0,98.0,156.0,383.0,738.0,1276.0,2016.0,1406.0,683.0,372.0,4595.0,4347
220,5.76,27.0,37.0,37.0,77.0,139.0,187.0,150.0,94.0,26.0,31.0,Unknown,8552
221,6.65,120.0,123.0,243.0,578.0,1342.0,2716.0,3589.0,2159.0,828.0,539.0,Unknown,3299
222,6.68,53.0,70.0,139.0,378.0,890.0,1573.0,2223.0,1265.0,491.0,269.0,5005.0,3924
223,8.0,1204.0,834.0,1392.0,3942.0,14806.0,39962.0,108758.0,134427.0,89656.0,88245.0,535.0,120
225,6.48,4003.0,5903.0,11272.0,26843.0,42801.0,67689.0,74704.0,44045.0,23836.0,22680.0,5974.0,262
226,7.56,5519.0,7416.0,11087.0,21729.0,36944.0,76952.0,153170.0,173008.0,127032.0,101509.0,1382.0,49
227,8.03,2112.0,2162.0,3043.0,6542.0,12152.0,25030.0,55189.0,82013.0,73911.0,73488.0,505.0,171
228,7.65,301.0,470.0,949.0,2436.0,6219.0,13007.0,28324.0,31006.0,18579.0,12770.0,1158.0,490
229,6.92,127.0,174.0,294.0,704.0,1517.0,2624.0,4082.0,2845.0,1401.0,889.0,3939.0,2957
230,7.02,185.0,239.0,328.0,759.0,1473.0,2431.0,3882.0,2770.0,1397.0,908.0,3550.0,2829
231,6.18,23.0,33.0,71.0,159.0,404.0,560.0,540.0,243.0,59.0,58.0,7429.0,5793
232,8.16,442.0,223.0,454.0,1226.0,5113.0,13099.0,35300.0,48217.0,38128.0,34575.0,346.0,405
233,7.65,33.0,35.0,41.0,156.0,530.0,1162.0,2433.0,2383.0,1570.0,1138.0,1152.0,3651
234,6.69,21.0,20.0,39.0,95.0,174.0,283.0,410.0,245.0,108.0,85.0,4958.0,7451
235,8.16,469.0,254.0,415.0,993.0,3401.0,7803.0,21333.0,31481.0,25632.0,27670.0,349.0,580
236,6.64,46.0,70.0,126.0,347.0,877.0,1425.0,1808.0,1100.0,466.0,222.0,5178.0,4193
237,8.09,431.0,472.0,912.0,2479.0,6085.0,12411.0,31088.0,44615.0,36899.0,28639.0,426.0,351
238,7.36,89.0,98.0,205.0,575.0,1659.0,3338.0,7513.0,6203.0,2980.0,1668.0,2072.0,2139
239,8.17,439.0,257.0,306.0,886.0,1788.0,4046.0,10207.0,17396.0,15369.0,10893.0,342.0,767
240,7.66,161.0,187.0,291.0,815.0,2584.0,6345.0,16986.0,20448.0,11090.0,4848.0,1136.0,976
241,6.45,937.0,1249.0,2177.0,4349.0,8824.0,13243.0,15964.0,9352.0,4394.0,3153.0,6170.0,1194
242,7.42,39.0,47.0,114.0,268.0,942.0,2355.0,5280.0,4702.0,2335.0,1269.0,1822.0,2742
243,7.02,578.0,789.0,1158.0,2634.0,5603.0,9320.0,13742.0,10740.0,6715.0,5417.0,3562.0,1391
244,6.88,24.0,28.0,46.0,95.0,216.0,392.0,482.0,329.0,178.0,121.0,4105.0,5915
245,8.7,903.0,385.0,644.0,1434.0,3720.0,9587.0,32510.0,70904.0,93002.0,86645.0,44.0,184
246,7.27,185.0,227.0,485.0,1146.0,2943.0,5269.0,10148.0,8472.0,4134.0,2767.0,2474.0,1600
247,7.05,45.0,54.0,104.0,266.0,708.0,1186.0,1924.0,1338.0,755.0,490.0,3462.0,3581
248,6.68,424.0,674.0,1114.0,2623.0,5937.0,9992.0,13779.0,8468.0,3748.0,2307.0,4993.0,1440
249,7.85,776.0,906.0,1804.0,4881.0,14032.0,29876.0,71630.0,79233.0,51683.0,48201.0,740.0,187
250,7.55,117.0,167.0,321.0,920.0,2914.0,6058.0,13803.0,12887.0,6752.0,4655.0,1434.0,1417
251,7.7,182.0,203.0,324.0,865.0,2178.0,4296.0,8713.0,8673.0,6120.0,4451.0,1032.0,1513
252,7.07,59.0,99.0,219.0,510.0,1164.0,1919.0,3450.0,2641.0,1290.0,700.0,3366.0,2720
253,7.84,67.0,68.0,103.0,220.0,546.0,1183.0,2819.0,3825.0,2589.0,1621.0,757.0,2987
254,7.83,27.0,12.0,24.0,64.0,178.0,507.0,1454.0,1975.0,1253.0,749.0,780.0,4696
255,7.65,17.0,17.0,16.0,76.0,184.0,534.0,1264.0,1495.0,908.0,552.0,1162.0,5078
256,7.22,442.0,623.0,1212.0,2536.0,5109.0,9912.0,17432.0,16047.0,9469.0,6585.0,2682.0,1122
257,6.45,920.0,1307.0,2240.0,4334.0,7823.0,12945.0,15910.0,9084.0,4216.0,2798.0,6153.0,1118
258,6.23,85.0,140.0,254.0,488.0,873.0,1239.0,1350.0,806.0,361.0,246.0,7217.0,4165
259,6.64,31.0,46.0,72.0,191.0,554.0,892.0,1221.0,693.0,273.0,225.0,5198.0,4844
